restaurant_name,location,cuisines,cost_for_two,rating,cuisine_tags,quality_score
Burmans Home Food,Electronic City,North Indian,,,North Indian,1
Bawarchi,Electronic City,"North Indian, Chinese",,,"North Indian,Chinese",1
Kinara Family Restaurant,Electronic City,"South Indian, North Indian, Chinese",,,"South Indian,North Indian,Chinese",1
Food Planet,Electronic City,"North Indian, Chinese, Kerala",,,"North Indian,Chinese,Kerala",1
Bachelor's Special Biriyani,Electronic City,"Biryani, North Indian, South Indian",,,"Biryani,North Indian,South Indian",1
E Foods Regalia,Electronic City,"South Indian, Chinese",,,"South Indian,Chinese",1
Malabar Restaurant,Electronic City,"Kerala, Fast Food, Beverages",,,"Kerala,Fast Food,Beverages",1
Cake Point,Electronic City,Bakery,,,Bakery,1
Hotel Fresh N Tasty,Electronic City,"North Indian, South Indian, Chinese, Kerala",,,"North Indian,South Indian,Chinese,Kerala",1
Indulge,Electronic City,"Bakery, Desserts",,,"Bakery,Desserts",1
Nomnom,Electronic City,"Kerala, North Indian, Chinese",,,"Kerala,North Indian,Chinese",1
24 Hours Cake Delivery,Electronic City,Bakery,,,Bakery,1
Bak'd Goodies,Electronic City,Bakery,,,Bakery,1
Nasma Restaurant,Electronic City,"North Indian, Chinese, Arabian",,,"North Indian,Chinese,Arabian",1
Healthy Bill,Electronic City,"Salad, Sandwich, Fast Food, Beverages, Juices",,,"Salad,Sandwich,Fast Food,Beverages,Juices",1
Arya Bhavan Sweets,Electronic City,"Mithai, Street Food, North Indian",,,"Mithai,Street Food,North Indian",1
Jyoti's Kitchen-Donne Biryani,Electronic City,"South Indian, North Indian, Chinese",,,"South Indian,North Indian,Chinese",1
RK Foods,Electronic City,North Indian,,,North Indian,1
Amaravathi Andhra Mess,Electronic City,Andhra,,,Andhra,1
Delish Mom Food,Electronic City,"Chinese, North Indian, South Indian",,,"Chinese,North Indian,South Indian",1
Casamia Restaurant,Electronic City,"North Indian, South Indian, Kerala, Arabian",,,"North Indian,South Indian,Kerala,Arabian",1
KATOOTA,Electronic City,"South Indian, Biryani",,,"South Indian,Biryani",1
Rayalaseema Ruchulu,Electronic City,"Andhra, North Indian",,,"Andhra,North Indian",1
Andhra Chettinad Cuisine,Electronic City,"Andhra, South Indian, Chettinad",,,"Andhra,South Indian,Chettinad",1
Varenyam,Electronic City,"South Indian, North Indian",,,"South Indian,North Indian",1
Choconut,Electronic City,"Bakery, Desserts",,,"Bakery,Desserts",1
Fumzas Dine,Electronic City,"Biryani, North Indian",,,"Biryani,North Indian",1
Sri Mandarathi,Electronic City,"South Indian, Juices",,,"South Indian,Juices",1
Biryani Centre,Electronic City,South Indian,,,South Indian,1
Hotel Sinchara,Electronic City,"South Indian, North Indian, Chinese",,,"South Indian,North Indian,Chinese",1
ABCD - Anybody Can Dine,Electronic City,"Chinese, Fast Food",,,"Chinese,Fast Food",1
Oven Fresh,Electronic City,"Bakery, Fast Food",,,"Bakery,Fast Food",1
Cake Dilim,Electronic City,"Bakery, Desserts",,,"Bakery,Desserts",1
The Veggies,Electronic City,"Chinese, North Indian",,,"Chinese,North Indian",1
Cafe Light House,Electronic City,"Kerala, Seafood",,,"Kerala,Seafood",1
RICE BAR,Electronic City,"North Indian, Biryani",,,"North Indian,Biryani",1
Chillout,Electronic City,Chinese,,,Chinese,1
The French Loaf,Electronic City,"Bakery, Desserts, Sandwich",,,"Bakery,Desserts,Sandwich",1
Goodness! Beverages,Electronic City,Beverages,,,Beverages,1
Pandit Ji Sweets & Namkeen,Electronic City,"North Indian, Fast Food",,,"North Indian,Fast Food",1
Gugu Fast Foods & Snacks,Electronic City,"Chinese, North Indian, Fast Food",,,"Chinese,North Indian,Fast Food",1
The Tasty Food,Electronic City,North Indian,,,North Indian,1
MGR Foods,Electronic City,South Indian,,,South Indian,1
AJ Ambur Star Biriyani,Electronic City,"South Indian, Biryani",,,"South Indian,Biryani",1
BJM Restaurant & Cafe,Electronic City,"North Indian, Chinese, Fast Food",,,"North Indian,Chinese,Fast Food",1
Zinger Cafe,Electronic City,"Fast Food, Burger, Beverages, Ice Cream",,,"Fast Food,Burger,Beverages,Ice Cream",1
Venkataramana Nellore Mess,Electronic City,South Indian,,,South Indian,1
The Cakesplorer,Electronic City,Bakery,,,Bakery,1
Sruthi Mess,Electronic City,"South Indian, North Indian, Chinese",,,"South Indian,North Indian,Chinese",1
Dilli Tadka,Electronic City,North Indian,,,North Indian,1
Vigneshwara Mess,Electronic City,"South Indian, Biryani",,,"South Indian,Biryani",1
Ambur Chicken Biryani,Electronic City,Biryani,,,Biryani,1
Star Cafe Hotel,Electronic City,"North Indian, Chinese",,,"North Indian,Chinese",1
Samruddhi Restaurant,Electronic City,"Andhra, North Indian, Chinese",,,"Andhra,North Indian,Chinese",1
Hotel Malabar,Electronic City,"Chinese, Mughlai, Hyderabadi, North Indian",,,"Chinese,Mughlai,Hyderabadi,North Indian",1
Anil Andhra Curry Point,Electronic City,"Andhra, Biryani",,,"Andhra,Biryani",1
Eatery,Electronic City,Fast Food,,,Fast Food,1
DIET Cravers,Electronic City,"Salad, Healthy Food",,,"Salad,Healthy Food",1
Shivshankar Hotel,Electronic City,"North Indian, Chinese",,,"North Indian,Chinese",1
New Kshatriya Dum Biryani,Electronic City,"Biryani, South Indian",,,"Biryani,South Indian",1
The Juice Shop,Electronic City,"Juices, North Indian",,,"Juices,North Indian",1
Reyniks Flavours,Electronic City,North Indian,,,North Indian,1
Cakea,Electronic City,Bakery,,,Bakery,1
MBR Dum Biryani County,Electronic City,"Biryani, North Indian",,,"Biryani,North Indian",1
Desi Breakk,Electronic City,North Indian,,,North Indian,1
Bengaluru Restaurant,Electronic City,"North Indian, South Indian",,,"North Indian,South Indian",1
S R Andhra Mess,Electronic City,Andhra,,,Andhra,1
Akshay Biryani Paradise,Electronic City,"South Indian, North Indian",,,"South Indian,North Indian",1
Shiv Shankar Hotel,Electronic City,"North Indian, Chinese",,,"North Indian,Chinese",1
Gourmet,Electronic City,"North Indian, Chinese, Continental, South Indian",,,"North Indian,Chinese,Continental,South Indian",1
New Hyderabadi Biryani House,Electronic City,"Biryani, Hyderabadi",,,"Biryani,Hyderabadi",1
Vibgyor Kitchen,Electronic City,North Indian,,,North Indian,1
NightOwl,Electronic City,North Indian,,,North Indian,1
Big Apple Restaurant,Electronic City,"North Indian, Chinese, Pizza, Burger",,,"North Indian,Chinese,Pizza,Burger",1
Hotel The Nalanda,Electronic City,"North Indian, South Indian",,,"North Indian,South Indian",1
The Right Moo Organic Icecreams,Electronic City,Desserts,,,Desserts,1
Pepper Pillar,Electronic City,South Indian,,,South Indian,1
Cool Treat Cafe & Cakes,Electronic City,"Bakery, Fast Food",,,"Bakery,Fast Food",1
Hotel A-1,Electronic City,"North Indian, Chinese",,,"North Indian,Chinese",1
Naidu Hotel,Electronic City,South Indian,,,South Indian,1
Andhra Mess,Electronic City,South Indian,,,South Indian,1
Vasu Biriyani Paradise,Electronic City,"North Indian, Biryani, Chinese",,,"North Indian,Biryani,Chinese",1
Dilli 6,Electronic City,"North Indian, Chinese",,,"North Indian,Chinese",1
Yum Kitchen,Electronic City,"North Indian, Chinese",,,"North Indian,Chinese",1
MK Dabbawala,Electronic City,North Indian,,,North Indian,1
The Magic Chef,Electronic City,"North Indian, Chinese",,,"North Indian,Chinese",1
Satkar,Electronic City,"Chinese, North Indian",,,"Chinese,North Indian",1
Sandesh Sweets & Chats,Electronic City,"South Indian, Street Food, Beverages",,,"South Indian,Street Food,Beverages",1
NH7 Resto Pub,Electronic City,"Andhra, Chinese, Continental",,,"Andhra,Chinese,Continental",1
EatPrayLove,South Bangalore,South Indian,,,South Indian,1
Hamara Kozhikode,Electronic City,"Kerala, Juices",,,"Kerala,Juices",1
Food Point,Electronic City,"North Indian, South Indian, Chinese",,,"North Indian,South Indian,Chinese",1
New Andhra Spice,Electronic City,Andhra,,,Andhra,1
New Green Leaf Restaurant,Electronic City,"Kerala, North Indian, Chinese, South Indian",,,"Kerala,North Indian,Chinese,South Indian",1
Bhukkad,Electronic City,"Healthy Food, Fast Food",,,"Healthy Food,Fast Food",1
Eatsy,Electronic City,"North Indian, South Indian",,,"North Indian,South Indian",1
Xpress Kitchen,Electronic City,"North Indian, Chinese",,,"North Indian,Chinese",1
Chikeys,Electronic City,"Burger, Fast Food",,,"Burger,Fast Food",1
Bhavya's Kitchen,Electronic City,"Andhra, North Indian, South Indian, Chinese",,,"Andhra,North Indian,South Indian,Chinese",1
Momm's The Kitchen,Electronic City,"Andhra, South Indian, North Indian, Chinese",,,"Andhra,South Indian,North Indian,Chinese",1
The Three Dragons,Electronic City,Chinese,,,Chinese,1
Zaffron Express,Electronic City,"North Indian, Chinese, Biryani",,,"North Indian,Chinese,Biryani",1
Hungry Kya?,Electronic City,"North Indian, Chinese",,,"North Indian,Chinese",1
Hunter's Lounge,Electronic City,"South Indian, North Indian, Chinese",,,"South Indian,North Indian,Chinese",1
Polo Scoops,Electronic City,Desserts,,,Desserts,1
Green Tree Garden Restaurant,Electronic City,"Chinese, Hyderabadi, Mughlai, South Indian",,,"Chinese,Hyderabadi,Mughlai,South Indian",1
Till The Last Bite,Electronic City,"North Indian, Chinese",,,"North Indian,Chinese",1
Sattvic,Electronic City,"South Indian, North Indian",,,"South Indian,North Indian",1
Old Stories,Electronic City,"Bengali, North Indian, Oriya",,,"Bengali,North Indian,Oriya",1
Ham Khim Chinese Fast Food,Electronic City,Chinese,,,Chinese,1
Mast Kalandar,Electronic City,North Indian,,,North Indian,1
The Breakfast Club,Electronic City,"Continental, South Indian, North Indian",,,"Continental,South Indian,North Indian",1
HOT BOX,Electronic City,"North Indian, Chinese",,,"North Indian,Chinese",1
4Foodiez - The Restaurant,Electronic City,"Street Food, Chinese, North Indian, South Indian",,,"Street Food,Chinese,North Indian,South Indian",1
Sapfresh,Electronic City,Beverages,,,Beverages,1
Biriyani Paradise,Electronic City,"North Indian, Kerala, Biryani, South Indian",,,"North Indian,Kerala,Biryani,South Indian",1
Marwa Family Restaurant,Electronic City,"North Indian, Chinese",,,"North Indian,Chinese",1
Hotel Sri Chiraag Sagar,Electronic City,"North Indian, South Indian, Chinese",,,"North Indian,South Indian,Chinese",1
Tasty Funda,Electronic City,"North Indian, Chinese",,,"North Indian,Chinese",1
Pugals Biriyani,Electronic City,"Kerala, Biryani, Chinese, North Indian",,,"Kerala,Biryani,Chinese,North Indian",1
Enroute,Electronic City,"Continental, Fast Food",,,"Continental,Fast Food",1
Shree Sai Foods,Electronic City,South Indian,,,South Indian,1
ANR Dum Biryani Centre,Electronic City,"South Indian, Biryani",,,"South Indian,Biryani",1
Nitara Muticuisine Kitchen,Electronic City,"North Indian, South Indian",,,"North Indian,South Indian",1
Sai Upahar,Electronic City,"South Indian, Street Food",,,"South Indian,Street Food",1
Lancy Sweets,Electronic City,Mithai,,,Mithai,1
SV Crispy Chicken,Electronic City,Fast Food,,,Fast Food,1
Grand Taj,Electronic City,"Biryani, North Indian, Chinese",,,"Biryani,North Indian,Chinese",1
Choconut Cafe,Electronic City,"Fast Food, Beverages",,,"Fast Food,Beverages",1
Payal Fast Food & Tiffen Centre,Electronic City,Fast Food,,,Fast Food,1
Fine Dine Restaurant,Electronic City,"Biryani, Fast Food, South Indian",,,"Biryani,Fast Food,South Indian",1
Public Cafe,Electronic City,Continental,,,Continental,1
Nivaan's Kitchen,Electronic City,"Biryani, North Indian",,,"Biryani,North Indian",1
Lekha's Delicacies,Electronic City,"South Indian, North Indian, Chinese",,,"South Indian,North Indian,Chinese",1
Rara Avis,Electronic City,"Kerala, Seafood, Biryani, Desserts",,,"Kerala,Seafood,Biryani,Desserts",1
Clean Eats,Electronic City,Healthy Food,,,Healthy Food,1
Shaadi Ki Biryani,Electronic City,"Biryani, Charcoal Chicken",,,"Biryani,Charcoal Chicken",1
Arzak,Electronic City,"Arabian, Middle Eastern, Rolls, Seafood, Bbq",,,"Arabian,Middle Eastern,Rolls,Seafood,Bbq",1
Desi Tadka,Electronic City,"North Indian, Chinese",,,"North Indian,Chinese",1
Hotel Amrit,Electronic City,"North Indian, Chinese, Juices",,,"North Indian,Chinese,Juices",1
FAB Cafe,Electronic City,"Fast Food, Beverages",,,"Fast Food,Beverages",1
Spicy Tadka,Electronic City,"North Indian, Chinese, Bengali",,,"North Indian,Chinese,Bengali",1
Hot & Cool,Electronic City,Fast Food,,,Fast Food,1
Foodiction,Electronic City,"North Indian, Fast Food, Chinese, Burger",,,"North Indian,Fast Food,Chinese,Burger",1
Affa Cafeteria,Electronic City,Fast Food,,,Fast Food,1
Adya Hotel,Electronic City,"South Indian, North Indian, Chinese",,,"South Indian,North Indian,Chinese",1
The US Burger,Electronic City,Fast Food,,,Fast Food,1
Pehla Niwala,Electronic City,"North Indian, Momos",,,"North Indian,Momos",1
The Lemon Grass Kitchen,Electronic City,"Chinese, Thai",,,"Chinese,Thai",1
Ayesha Hotel,Electronic City,"Fast Food, Hyderabadi",,,"Fast Food,Hyderabadi",1
Bite Sip Repeat,Electronic City,"Fast Food, South Indian, North Indian",,,"Fast Food,South Indian,North Indian",1
White Chillies,Electronic City,Biryani,,,Biryani,1
Mazali,Electronic City,"Kerala, North Indian",,,"Kerala,North Indian",1
Andhra Ruchulu,Electronic City,South Indian,,,South Indian,1
Taste Of Rajasthan,Electronic City,"North Indian, Rajasthani, Street Food",,,"North Indian,Rajasthani,Street Food",1
Chef Delicacies,Electronic City,"Kebab, Rolls, Charcoal Chicken",,,"Kebab,Rolls,Charcoal Chicken",1
Flavors Restaurant,Electronic City,North Indian,,,North Indian,1
Star Briyani,Electronic City,"Biryani, North Indian",,,"Biryani,North Indian",1
Nawabi Kitchen,Electronic City,"North Indian, Chinese",,,"North Indian,Chinese",1
Namma Atithi,Electronic City,"North Indian, South Indian, Chinese, Biryani",,,"North Indian,South Indian,Chinese,Biryani",1
nu.tree,Electronic City,"North Indian, Healthy Food, Beverages",,,"North Indian,Healthy Food,Beverages",1
Sandwich Jn,Electronic City,"Fast Food, Beverages",,,"Fast Food,Beverages",1
Flavour A Azam,Electronic City,North Indian,,,North Indian,1
Bhokali Paratha,Electronic City,North Indian,,,North Indian,1
Curries And Pickles,Electronic City,"Andhra, North Indian, Biryani",,,"Andhra,North Indian,Biryani",1
Bhaiya Ji Food Court,Electronic City,"North Indian, Chinese",,,"North Indian,Chinese",1
Chung Wah,Electronic City,Chinese,,,Chinese,1
Madiha Biryani House,Electronic City,"Biryani, North Indian, Beverages",,,"Biryani,North Indian,Beverages",1
Xpress Chai,Electronic City,Tea,,,Tea,1
Eat Repeat Express,Electronic City,"North Indian, Chinese, Continental",,,"North Indian,Chinese,Continental",1
Mustard Food Court,Electronic City,"North Indian, Chinese",,,"North Indian,Chinese",1
Cafe Black Pepper,Electronic City,Fast Food,,,Fast Food,1
Chokha Zaika,Electronic City,North Indian,,,North Indian,1
Vijayawadavari Sandya Andhra Mess,Electronic City,Andhra,,,Andhra,1
E - City Combos,Electronic City,"South Indian, North Indian, Chinese, Biryani",,,"South Indian,North Indian,Chinese,Biryani",1
Nesara Upahar,Electronic City,"South Indian, Chinese, North Indian",,,"South Indian,Chinese,North Indian",1
Hide Out - The Golden Tulip,Electronic City,Finger Food,,,Finger Food,1
Funky Food,Electronic City,"Fast Food, Desserts, Beverages",,,"Fast Food,Desserts,Beverages",1
Vyanjan,Electronic City,"North Indian, Chinese",,,"North Indian,Chinese",1
Vandana Restaurant,Electronic City,"Arabian, North Indian, Chinese, Biryani",,,"Arabian,North Indian,Chinese,Biryani",1
Mr. Paratha & Ms. Curry,Electronic City,Biryani,,,Biryani,1
Tempting Aroma,Electronic City,"North Indian, Chinese, Bbq",,,"North Indian,Chinese,Bbq",1
TeamDelish,Electronic City,Healthy Food,,,Healthy Food,1
Mitran Da Adda,Electronic City,"North Indian, Fast Food",,,"North Indian,Fast Food",1
Amba Food,Electronic City,North Indian,,,North Indian,1
Krish Kitchen,Electronic City,"North Indian, Bengali",,,"North Indian,Bengali",1
Oriental Fusion,Electronic City,"American, Continental",,,"American,Continental",1
Patravali Biriyani,Electronic City,"Biryani, Fast Food",,,"Biryani,Fast Food",1
Shoiab Family Restaurant,Electronic City,"North Indian, South Indian, Chinese",,,"North Indian,South Indian,Chinese",1
Ramdev Bhojnalaya,Electronic City,"Rajasthani, Gujarati",,,"Rajasthani,Gujarati",1
Gifts N Surprise,Electronic City,Bakery,,,Bakery,1
Bangalore Cakes,Electronic City,Bakery,,,Bakery,1
Village Palace,Electronic City,"North Indian, Chinese, Andhra, Seafood",,,"North Indian,Chinese,Andhra,Seafood",1
Super Hyderabadi Dum Biriyani & Combos,Electronic City,"Biryani, South Indian, North Indian",,,"Biryani,South Indian,North Indian",1
Hotel Masti,Electronic City,"North Indian, Biryani, Chinese",,,"North Indian,Biryani,Chinese",1
Milkshake Kulture,Electronic City,Beverages,,,Beverages,1
Baskiin's Rabbin,Electronic City,"Fast Food, Desserts, Beverages",,,"Fast Food,Desserts,Beverages",1
Sethi's,Electronic City,"North Indian, Chinese, Bbq",,,"North Indian,Chinese,Bbq",1
Krutunga Restaurant,Electronic City,"Chinese, North Indian, South Indian",,,"Chinese,North Indian,South Indian",1
The Kitchen,Electronic City,"North Indian, Chinese",,,"North Indian,Chinese",1
Choco Nut Cafe,Electronic City,Desserts,,,Desserts,1
Adyar Anand Bhavan Sweets,Electronic City,"South Indian, North Indian, Chinese, Street Food",,,"South Indian,North Indian,Chinese,Street Food",1
Magic Packs,Electronic City,"North Indian, South Indian",,,"North Indian,South Indian",1
Aamaravathi Biryani Zone,Electronic City,Biryani,,,Biryani,1
Kairali Restaurant,Electronic City,"Kerala, South Indian",,,"Kerala,South Indian",1
Cake Spot,Electronic City,Bakery,,,Bakery,1
Grilliez,Electronic City,"Continental, Bbq, Beverages",,,"Continental,Bbq,Beverages",1
Kanti Sweets,Electronic City,"Mithai, Street Food",,,"Mithai,Street Food",1
Kadhai Tadka family Restaurant,Electronic City,"Chinese, North Indian",,,"Chinese,North Indian",1
Food Lover,Electronic City,"North Indian, South Indian, Fast Food",,,"North Indian,South Indian,Fast Food",1
Chatkara,Electronic City,North Indian,,,North Indian,1
Baker's Cafe,Electronic City,"Bakery, Desserts",,,"Bakery,Desserts",1
The Hyderbadi Chefs,Electronic City,"South Indian, North Indian, Chinese",,,"South Indian,North Indian,Chinese",1
Bhojan@99,Electronic City,Fast Food,,,Fast Food,1
Swaadh,Electronic City,"South Indian, North Indian, Kerala, Chinese",,,"South Indian,North Indian,Kerala,Chinese",1
Bake Magic,Electronic City,Bakery,,,Bakery,1
Adarsh Bakery,Electronic City,"Bakery, Fast Food",,,"Bakery,Fast Food",1
The Fiery Indian Kitchen,Electronic City,North Indian,,,North Indian,1
Machlee's Sea Food,Electronic City,Seafood,,,Seafood,1
The Duke of Juices,Electronic City,"Juices, Beverages, Salad",,,"Juices,Beverages,Salad",1
Cafe Xtasi,Electronic City,Pizza,,,Pizza,1
Basmati's Briyani Nation,Electronic City,"South Indian, Biryani",,,"South Indian,Biryani",1
Silver Leaf - Ramee Guestline Hotels,Electronic City,"Continental, Mughlai, North Indian, Chinese",,,"Continental,Mughlai,North Indian,Chinese",1
Jodhpur Sweets,Electronic City,"Desserts, Street Food",,,"Desserts,Street Food",1
Sriji's Mithai,Electronic City,"Desserts, Mithai",,,"Desserts,Mithai",1
Sweet Revenge,Electronic City,"Bakery, Fast Food",,,"Bakery,Fast Food",1
Maruthi Sweet Corner,Electronic City,Desserts,,,Desserts,1
Sri Mahadev Sweets,Electronic City,"Desserts, Street Food, Mithai",,,"Desserts,Street Food,Mithai",1
Me And My Cake,Electronic City,"Bakery, Desserts",,,"Bakery,Desserts",1
The Cake Lair,Electronic City,"Bakery, Fast Food, Beverages",,,"Bakery,Fast Food,Beverages",1
Kulfi House,Electronic City,Ice Cream,,,Ice Cream,1
Cool Break,Electronic City,"Desserts, Fast Food",,,"Desserts,Fast Food",1
Hotel Ivy Dew Drops,Electronic City,"South Indian, North Indian, Chinese",,,"South Indian,North Indian,Chinese",1
46 Ounces Brewgarden,Electronic City,"Bar Food, Finger Food, Pizza",,,"Bar Food,Finger Food,Pizza",1
Queens,Electronic City,"North Indian, Continental, British",,,"North Indian,Continental,British",1
Republic Of Noodles - Lemon Tree Hotel,Electronic City,"Singaporean, Chinese, Thai, Malaysian",,,"Singaporean,Chinese,Thai,Malaysian",1
Sherlock's Pub,Electronic City,"Continental, North Indian",,,"Continental,North Indian",1
Shandys-The Beer Cocktail Hub,Electronic City,"North Indian, South Indian, Chinese, Italian",,,"North Indian,South Indian,Chinese,Italian",1
Tayo Restaurant,Electronic City,"North Indian, Chinese, Mughlai",,,"North Indian,Chinese,Mughlai",1
The Chameleon,Electronic City,Finger Food,,,Finger Food,1
The Terminus - The Oterra,Electronic City,"Finger Food, Continental",,,"Finger Food,Continental",1
East- The Oterra,Electronic City,"Chinese, Vietnamese, Thai, Malaysian",,,"Chinese,Vietnamese,Thai,Malaysian",1
Slounge - Lemon Tree Hotel,Electronic City,Finger Food,,,Finger Food,1
Guntur Royal Dine,Electronic City,"North Indian, South Indian, Chinese",,,"North Indian,South Indian,Chinese",1
Aura - Radha Regent,Electronic City,"Continental, American, South Indian, Italian, North Indian, Chinese",,,"Continental,American,South Indian,Italian,North Indian,Chinese",1
Unlock - The Restobar,Electronic City,Japanese,,,Japanese,1
Alloro - The Oterra,Electronic City,Italian,,,Italian,1
Vms Star Biriyani,Electronic City,Biryani,,,Biryani,1
Santhrupthi,Electronic City,"Andhra, South Indian, North Indian, Biryani",,,"Andhra,South Indian,North Indian,Biryani",1
Z-Bar,Electronic City,"Finger Food, North Indian",,,"Finger Food,North Indian",1
Urban Udupi Veg Restaurant,Electronic City,"Chinese, North Indian, South Indian",,,"Chinese,North Indian,South Indian",1
Strada Kitchen & Bar,Electronic City,"Chinese, North Indian, South Indian",,,"Chinese,North Indian,South Indian",1
New Nalapakam,Electronic City,South Indian,,,South Indian,1
Hatti Punjab Di,Electronic City,"North Indian, Chinese",,,"North Indian,Chinese",1
Prestige Estate Club and Resorts,Electronic City,North Indian,,,North Indian,1
Sree Krishna Sagar Greens,Electronic City,"South Indian, Street Food, Chinese",,,"South Indian,Street Food,Chinese",1
Karavali Fishland,Electronic City,"South Indian, Mangalorean, Chinese",,,"South Indian,Mangalorean,Chinese",1
Royal South Restaurant,Electronic City,"South Indian, Chinese",,,"South Indian,Chinese",1
Rraps,Electronic City,"Chinese, North Indian",,,"Chinese,North Indian",1
Glasso Cafe,Electronic City,"Continental, Chinese",,,"Continental,Chinese",1
Reddy Restaurant,Electronic City,South Indian,,,South Indian,1
On The Rock,Electronic City,"North Indian, Chinese",,,"North Indian,Chinese",1
NS Garden Restaurant,Electronic City,"Andhra, North Indian, Chinese, South Indian",,,"Andhra,North Indian,Chinese,South Indian",1
Hotel Jade Empire,Electronic City,"Andhra, North Indian, Chinese",,,"Andhra,North Indian,Chinese",1
Joshitha Andra Mess,Electronic City,"Andhra, Biryani",,,"Andhra,Biryani",1
Hotel Amulya,Electronic City,"North Indian, Chettinad, Chinese",,,"North Indian,Chettinad,Chinese",1
90's Beer Cafe - Hotel Millennium Plaza,Electronic City,Finger Food,,,Finger Food,1
Nirvana Bar - Manipal County,Electronic City,Finger Food,,,Finger Food,1
Narayana Veg Treat,Electronic City,"North Indian, South Indian, Chinese",,,"North Indian,South Indian,Chinese",1
3rd Innings,Electronic City,"Burger, Italian, North Indian, Chinese",,,"Burger,Italian,North Indian,Chinese",1
Sahaja Foods,Electronic City,South Indian,,,South Indian,1
BJM Restaurant and Cafe,Electronic City,"North Indian, Chinese, Continental",,,"North Indian,Chinese,Continental",1
Shree Ranga Vilas,Electronic City,"North Indian, South Indian, Chinese, Juices",,,"North Indian,South Indian,Chinese,Juices",1
The Elachi,Electronic City,North Indian,,,North Indian,1
Ruchir,Electronic City,"North Indian, South Indian, Biryani",,,"North Indian,South Indian,Biryani",1
Bollywood Grill,Electronic City,North Indian,,,North Indian,1
Envy,Electronic City,Finger Food,,,Finger Food,1
S.K Green Gardens,Electronic City,"North Indian, Chinese, Seafood, South Indian",,,"North Indian,Chinese,Seafood,South Indian",1
Pink Pepper,Electronic City,"North Indian, Chinese, South Indian",,,"North Indian,Chinese,South Indian",1
Kotae Garden,Electronic City,"North Indian, Chinese, Andhra",,,"North Indian,Chinese,Andhra",1
Anmol Sweets And Snacks,Electronic City,"Mithai, Street Food, Fast Food",,,"Mithai,Street Food,Fast Food",1
Nellore Ruchulu,Electronic City,Andhra,,,Andhra,1
La Liz Restaurant,Electronic City,"South Indian, North Indian, Chinese",,,"South Indian,North Indian,Chinese",1
Spice,Electronic City,"Andhra, Chinese, North Indian",,,"Andhra,Chinese,North Indian",1
Flavors,Electronic City,"North Indian, South Indian, Chinese, Continental",,,"North Indian,South Indian,Chinese,Continental",1
Hotel Vinn,Electronic City,"North Indian, South Indian, Chinese",,,"North Indian,South Indian,Chinese",1
Mahadwani Restaurant,Electronic City,"South Indian, North Indian",,,"South Indian,North Indian",1
Rajasthani Charbhuja Restaurant,Electronic City,"North Indian, Chinese, Rajasthani",,,"North Indian,Chinese,Rajasthani",1
The Daily,Electronic City,"Rajasthani, North Indian",,,"Rajasthani,North Indian",1
Faasos,Electronic City,"North Indian, Biryani, Fast Food",,,"North Indian,Biryani,Fast Food",1
McDonald's Play Place,Electronic City,"Burger, Fast Food",,,"Burger,Fast Food",1
Sanjeevini Veg,Electronic City,South Indian,,,South Indian,1
Marmaris,Electronic City,"North Indian, Momos",,,"North Indian,Momos",1
Jigani Dum Biryani Centre,Electronic City,Biryani,,,Biryani,1
Nandini Dosa Camp,Electronic City,South Indian,,,South Indian,1
Hanchina Mane Restaurant,Electronic City,North Indian,,,North Indian,1
Meat And Eat,Electronic City,"Fast Food, Burger",,,"Fast Food,Burger",1
Naadan Bhakshanasaala,Electronic City,"Kerala, South Indian",,,"Kerala,South Indian",1
BMG Hotel,Electronic City,"South Indian, North Indian",,,"South Indian,North Indian",1
RKA Brahmins Coffee Bar,Electronic City,South Indian,,,South Indian,1
Kasturi Grand,Electronic City,South Indian,,,South Indian,1
My Cafe,Electronic City,"North Indian, Chinese, Fast Food",,,"North Indian,Chinese,Fast Food",1
Sri Matha Sagar,Electronic City,"North Indian, Chinese, South Indian",,,"North Indian,Chinese,South Indian",1
Grand Taj Durbar,Electronic City,"North Indian, Chinese",,,"North Indian,Chinese",1
New Hotel Prashanth,Electronic City,"Fast Food, Andhra",,,"Fast Food,Andhra",1
Amaravathi Andhra Style Family Restaurant,Electronic City,Andhra,,,Andhra,1
Sai Sagar Food Court,Electronic City,"South Indian, North Indian, Chinese",,,"South Indian,North Indian,Chinese",1
Tiffin,Electronic City,Fast Food,,,Fast Food,1
Basveshwara Khaanavali,Electronic City,South Indian,,,South Indian,1
Cafe Shawamek,Electronic City,Fast Food,,,Fast Food,1
Sri Varu Food Corner,Electronic City,South Indian,,,South Indian,1
New Priya Sagar,Electronic City,"South Indian, Chinese, Street Food",,,"South Indian,Chinese,Street Food",1
MKA Ambur Hot Dum Biriyani,Electronic City,Biryani,,,Biryani,1
V20,Electronic City,"North Indian, Continental",,,"North Indian,Continental",1
M S Punjabi Dhaba,Electronic City,"Chinese, North Indian",,,"Chinese,North Indian",1
Pratha N Snacks,Electronic City,"North Indian, Street Food",,,"North Indian,Street Food",1
Maa Sharda Hotel,Electronic City,"North Indian, Chinese",,,"North Indian,Chinese",1
The Malabari,Electronic City,"South Indian, Fast Food",,,"South Indian,Fast Food",1
Neelu's Food Court,Electronic City,"South Indian, Fast Food",,,"South Indian,Fast Food",1
Hyderabadi Biriyani Corner,Electronic City,Biryani,,,Biryani,1
